DATAFLOW,LAST UPDATE,freq,animals,month,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,HU,2007,4068.0,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,HU,2008,3658.0,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1973,0.0,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1974,950.5,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1975,787.3,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1976,910.8,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1977,944.2,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1978,1027.5,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1979,1104.9,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1980,1039.0,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1981,1022.6,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1982,1040.6,
ESTAT:APRO_MT_LSPIG(1.0),27/06/22 23:00:00,A,A3100,M04,THS_HD,IE,1983,1075.2,
